update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,2105.6641060223433,0,0.048952796659269535,0.21188846667093952,0.0,0.9909999966621399,3.5262237762237763,2.9018340725977487,1.0,20.0,1.9238598495721817,0.040841932874172926,-0.11575804371386766,0.03669752320274711,0.11492746868180947,0.048952796659269535,0.21188846667093952,0.0,0.9909999966621399
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,5131.811855232815,1,0.06502772215569373,0.2420837145500589,0.0,0.9909999966621399,4.011881188118812,3.3930414268761293,1.0,29.0,1.8815371245145798,0.05155583377927542,-0.021039653453044593,0.04177664825692773,0.10280924036196139,0.06502772215569373,0.2420837145500589,0.0,0.9909999966621399
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,4493.336886182753,1,0.08325861993877368,0.2712121273046932,0.0,0.9909999966621399,3.921455938697318,3.467909727810473,1.0,26.0,1.843875229358673,0.07957945531234145,-0.002696879062568769,0.05261994060128927,0.15939174239483905,0.08325861993877368,0.2712121273046932,0.0,0.9909999966621399
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,4891.146724700365,2,0.09688742903339036,0.29163919428241253,0.0,0.9909999966621399,3.8461538461538463,3.36502946397272,1.0,27.0,1.8017118126153946,0.0704771876335144,-0.009471127355936915,0.05134373251348734,0.1451405778050911,0.09688742903339036,0.29163919428241253,0.0,0.9909999966621399
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,4524.385301482261,2,0.09729701175840542,0.2917242428061167,0.0,0.9909999966621399,3.585237258347979,2.9744418013846676,1.0,18.0,1.8024912029504776,0.08577576605603099,0.016797161602880806,0.053590352181345224,0.10013259763363547,0.09729701175840542,0.2917242428061167,0.0,0.9909999966621399
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
