ppo_babyai/scripts/train.py --env MiniGrid-GoToDoor-5x5-v0 --model GoToDoor --text --save-interval 10 --frames 5000000

Namespace(algo='ppo', env='MiniGrid-GoToDoor-5x5-v0', model='GoToDoor', seed=1, log_interval=1, save_interval=10, procs=16, frames=5000000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=True, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (word_embedding): Embedding(100, 32)
  (text_rnn): GRU(32, 128, batch_first=True)
  (actor): Sequential(
    (0): Linear(in_features=192, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=192, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 22 | F 045056 | FPS 4536 | D 10 | rR:μσmM 0.22 0.41 0.00 0.99 | F:μσmM 3.6 2.9 1.0 19.0 | H 1.244 | V 0.223 | pL 0.004 | vL 0.124 | ∇ 0.317
U 23 | F 047104 | FPS 4507 | D 10 | rR:μσmM 0.21 0.40 0.00 0.99 | F:μσmM 4.0 3.5 1.0 39.0 | H 1.270 | V 0.215 | pL -0.022 | vL 0.119 | ∇ 0.259
U 24 | F 049152 | FPS 5006 | D 11 | rR:μσmM 0.25 0.42 0.00 0.99 | F:μσmM 3.9 2.9 1.0 17.0 | H 1.302 | V 0.225 | pL 0.004 | vL 0.129 | ∇ 0.286
U 25 | F 051200 | FPS 4550 | D 11 | rR:μσmM 0.25 0.42 0.00 0.99 | F:μσmM 4.5 4.4 1.0 52.0 | H 1.307 | V 0.251 | pL -0.002 | vL 0.119 | ∇ 0.366
U 26 | F 053248 | FPS 4619 | D 11 | rR:μσmM 0.23 0.41 0.00 0.99 | F:μσmM 4.9 4.1 1.0 32.0 | H 1.340 | V 0.215 | pL 0.041 | vL 0.106 | ∇ 0.198
U 27 | F 055296 | FPS 4633 | D 12 | rR:μσmM 0.23 0.41 0.00 0.99 | F:μσmM 5.3 5.1 1.0 40.0 | H 1.360 | V 0.230 | pL 0.005 | vL 0.107 | ∇ 0.202
U 28 | F 057344 | FPS 4878 | D 12 | rR:μσmM 0.23 0.41 0.00 0.99 | F:μσmM 5.6 5.1 1.0 29.0 | H 1.401 | V 0.204 | pL -0.004 | vL 0.097 | ∇ 0.207
U 29 | F 059392 | FPS 4654 | D 13 | rR:μσmM 0.21 0.39 0.00 0.99 | F:μσmM 6.8 7.7 1.0 65.0 | H 1.419 | V 0.218 | pL 0.030 | vL 0.085 | ∇ 0.178
U 30 | F 061440 | FPS 4743 | D 13 | rR:μσmM 0.24 0.41 0.00 0.99 | F:μσmM 6.5 5.8 1.0 30.0 | H 1.423 | V 0.210 | pL 0.004 | vL 0.091 | ∇ 0.194
Status saved
U 31 | F 063488 | FPS 4681 | D 14 | rR:μσmM 0.21 0.39 0.00 0.99 | F:μσmM 7.2 8.3 1.0 76.0 | H 1.466 | V 0.205 | pL -0.012 | vL 0.086 | ∇ 0.211
U 32 | F 065536 | FPS 4761 | D 14 | rR:μσmM 0.22 0.40 0.00 0.99 | F:μσmM 7.0 6.7 1.0 42.0 | H 1.460 | V 0.196 | pL 0.017 | vL 0.080 | ∇ 0.170
U 33 | F 067584 | FPS 4645 | D 15 | rR:μσmM 0.22 0.39 0.00 0.99 | F:μσmM 6.7 7.0 1.0 42.0 | H 1.455 | V 0.231 | pL -0.011 | vL 0.088 | ∇ 0.196
U 34 | F 069632 | FPS 4722 | D 15 | rR:μσmM 0.23 0.40 0.00 0.99 | F:μσmM 7.0 7.0 1.0 40.0 | H 1.426 | V 0.241 | pL -0.017 | vL 0.092 | ∇ 0.187
U 35 | F 071680 | FPS 4611 | D 15 | rR:μσmM 0.20 0.38 0.00 0.99 | F:μσmM 6.5 6.6 1.0 67.0 | H 1.457 | V 0.184 | pL 0.043 | vL 0.080 | ∇ 0.186
U 36 | F 073728 | FPS 4737 | D 16 | rR:μσmM 0.27 0.43 0.00 0.99 | F:μσmM 7.8 8.8 1.0 62.0 | H 1.437 | V 0.212 | pL -0.024 | vL 0.083 | ∇ 0.185
U 37 | F 075776 | FPS 4825 | D 16 | rR:μσmM 0.20 0.38 0.00 0.99 | F:μσmM 9.1 8.9 1.0 75.0 | H 1.438 | V 0.201 | pL 0.017 | vL 0.070 | ∇ 0.173
U 38 | F 077824 | FPS 5003 | D 17 | rR:μσmM 0.27 0.42 0.00 0.99 | F:μσmM 8.4 8.6 1.0 68.0 | H 1.445 | V 0.237 | pL -0.046 | vL 0.088 | ∇ 0.227
U 39 | F 079872 | FPS 4854 | D 17 | rR:μσmM 0.25 0.41 0.00 0.99 | F:μσmM 8.3 8.3 1.0 52.0 | H 1.429 | V 0.240 | pL -0.007 | vL 0.076 | ∇ 0.223
U 40 | F 081920 | FPS 4936 | D 18 | rR:μσmM 0.27 0.42 0.00 0.99 | F:μσmM 8.5 9.2 1.0 62.0 | H 1.454 | V 0.264 | pL 0.010 | vL 0.081 | ∇ 0.195
Status saved
U 41 | F 083968 | FPS 4919 | D 18 | rR:μσmM 0.26 0.41 0.00 0.99 | F:μσmM 9.1 9.2 1.0 52.0 | H 1.478 | V 0.246 | pL -0.017 | vL 0.076 | ∇ 0.185
U 42 | F 086016 | FPS 5346 | D 18 | rR:μσmM 0.24 0.41 0.00 0.99 | F:μσmM 8.5 9.3 1.0 70.0 | H 1.463 | V 0.222 | pL 0.005 | vL 0.080 | ∇ 0.181
U 43 | F 088064 | FPS 4830 | D 19 | rR:μσmM 0.21 0.39 0.00 0.99 | F:μσmM 7.9 7.7 1.0 39.0 | H 1.440 | V 0.196 | pL 0.018 | vL 0.070 | ∇ 0.256
U 44 | F 090112 | FPS 4845 | D 19 | rR:μσmM 0.25 0.41 0.00 0.99 | F:μσmM 6.9 6.8 1.0 38.0 | H 1.409 | V 0.232 | pL -0.041 | vL 0.091 | ∇ 0.220
U 45 | F 092160 | FPS 5085 | D 20 | rR:μσmM 0.31 0.44 0.00 0.99 | F:μσmM 7.2 7.8 1.0 53.0 | H 1.418 | V 0.283 | pL -0.046 | vL 0.098 | ∇ 0.210
U 46 | F 094208 | FPS 4828 | D 20 | rR:μσmM 0.26 0.42 0.00 0.99 | F:μσmM 6.3 6.1 1.0 48.0 | H 1.377 | V 0.270 | pL 0.035 | vL 0.095 | ∇ 0.335
U 47 | F 096256 | FPS 4790 | D 20 | rR:μσmM 0.22 0.40 0.00 0.99 | F:μσmM 6.8 7.3 1.0 81.0 | H 1.369 | V 0.227 | pL 0.017 | vL 0.085 | ∇ 0.198
U 48 | F 098304 | FPS 5135 | D 21 | rR:μσmM 0.32 0.44 0.00 0.99 | F:μσmM 6.8 7.2 1.0 54.0 | H 1.307 | V 0.274 | pL -0.090 | vL 0.104 | ∇ 0.239
U 49 | F 100352 | FPS 5171 | D 21 | rR:μσmM 0.30 0.44 0.00 0.99 | F:μσmM 7.4 7.6 1.0 54.0 | H 1.287 | V 0.297 | pL 0.014 | vL 0.089 | ∇ 0.248
U 50 | F 102400 | FPS 4639 | D 22 | rR:μσmM 0.27 0.43 0.00 0.99 | F:μσmM 6.6 5.7 1.0 42.0 | H 1.273 | V 0.248 | pL -0.002 | vL 0.100 | ∇ 0.215
Status saved
U 51 | F 104448 | FPS 4959 | D 22 | rR:μσmM 0.29 0.43 0.00 0.99 | F:μσmM 6.2 5.7 1.0 36.0 | H 1.258 | V 0.284 | pL -0.032 | vL 0.103 | ∇ 0.355
U 52 | F 106496 | FPS 5195 | D 23 | rR:μσmM 0.29 0.43 0.00 0.99 | F:μσmM 6.7 6.1 1.0 38.0 | H 1.193 | V 0.272 | pL 0.004 | vL 0.095 | ∇ 0.421
U 53 | F 108544 | FPS 5077 | D 23 | rR:μσmM 0.34 0.45 0.00 0.99 | F:μσmM 6.3 6.1 1.0 39.0 | H 1.147 | V 0.347 | pL -0.046 | vL 0.103 | ∇ 0.282
U 54 | F 110592 | FPS 4680 | D 23 | rR:μσmM 0.34 0.45 0.00 0.99 | F:μσmM 6.6 5.7 1.0 33.0 | H 1.057 | V 0.368 | pL -0.007 | vL 0.103 | ∇ 0.333
U 55 | F 112640 | FPS 4672 | D 24 | rR:μσmM 0.32 0.44 0.00 0.99 | F:μσmM 6.3 7.5 1.0 100.0 | H 1.055 | V 0.376 | pL 0.014 | vL 0.083 | ∇ 0.297
U 56 | F 114688 | FPS 4713 | D 24 | rR:μσmM 0.38 0.46 0.00 0.99 | F:μσmM 6.8 6.0 1.0 36.0 | H 1.087 | V 0.396 | pL -0.038 | vL 0.098 | ∇ 0.434
U 57 | F 116736 | FPS 5305 | D 25 | rR:μσmM 0.38 0.46 0.00 0.99 | F:μσmM 7.1 6.3 1.0 37.0 | H 1.063 | V 0.403 | pL -0.028 | vL 0.088 | ∇ 0.357
U 58 | F 118784 | FPS 4682 | D 25 | rR:μσmM 0.38 0.46 0.00 0.99 | F:μσmM 7.1 6.7 1.0 49.0 | H 1.041 | V 0.419 | pL 0.006 | vL 0.091 | ∇ 0.299
U 59 | F 120832 | FPS 4912 | D 26 | rR:μσmM 0.36 0.45 0.00 0.99 | F:μσmM 6.7 6.2 1.0 35.0 | H 1.070 | V 0.411 | pL 0.034 | vL 0.076 | ∇ 0.437
U 60 | F 122880 | FPS 4760 | D 26 | rR:μσmM 0.36 0.46 0.00 0.99 | F:μσmM 5.8 5.3 1.0 34.0 | H 1.016 | V 0.388 | pL 0.019 | vL 0.098 | ∇ 0.239
Status saved
U 61 | F 124928 | FPS 4695 | D 26 | rR:μσmM 0.40 0.46 0.00 0.99 | F:μσmM 6.1 5.4 1.0 41.0 | H 1.004 | V 0.470 | pL -0.042 | vL 0.095 | ∇ 0.325
U 62 | F 126976 | FPS 5182 | D 27 | rR:μσmM 0.42 0.47 0.00 0.99 | F:μσmM 5.4 4.7 1.0 38.0 | H 0.964 | V 0.456 | pL -0.011 | vL 0.098 | ∇ 0.317
U 63 | F 129024 | FPS 4700 | D 27 | rR:μσmM 0.40 0.46 0.00 0.99 | F:μσmM 6.0 5.6 1.0 36.0 | H 0.936 | V 0.463 | pL -0.038 | vL 0.083 | ∇ 0.323
U 64 | F 131072 | FPS 4710 | D 28 | rR:μσmM 0.38 0.46 0.00 0.99 | F:μσmM 6.3 5.6 1.0 40.0 | H 0.937 | V 0.435 | pL 0.025 | vL 0.083 | ∇ 0.361
U 65 | F 133120 | FPS 4979 | D 28 | rR:μσmM 0.48 0.47 0.00 0.99 | F:μσmM 5.8 4.7 1.0 28.0 | H 0.852 | V 0.527 | pL -0.120 | vL 0.078 | ∇ 0.349
U 66 | F 135168 | FPS 4730 | D 29 | rR:μσmM 0.44 0.47 0.00 0.99 | F:μσmM 5.4 4.8 1.0 28.0 | H 0.813 | V 0.479 | pL -0.010 | vL 0.092 | ∇ 0.745
U 67 | F 137216 | FPS 4853 | D 29 | rR:μσmM 0.41 0.47 0.00 0.99 | F:μσmM 5.2 4.5 1.0 38.0 | H 0.843 | V 0.473 | pL 0.022 | vL 0.088 | ∇ 0.358
U 68 | F 139264 | FPS 4914 | D 29 | rR:μσmM 0.47 0.46 0.00 0.99 | F:μσmM 6.3 5.9 1.0 42.0 | H 0.869 | V 0.528 | pL -0.046 | vL 0.076 | ∇ 0.296
U 69 | F 141312 | FPS 4776 | D 30 | rR:μσmM 0.44 0.47 0.00 0.99 | F:μσmM 5.9 5.6 1.0 36.0 | H 0.817 | V 0.529 | pL 0.011 | vL 0.084 | ∇ 0.385
